company_name,domain,funding_usd,status,sector,shutdown_date,notes
WiLinx,wilinx.com,$15.0M,closed,hardware,,Market: Semiconductors; USA; Source: Crunchbase
GlenRose Instruments,glenroseinstruments.com,$14.9M,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
Farmol,farmol.it,$14.8M,closed,other,,ITA; Source: Crunchbase
Tencho Technology,tenchotech.com,$14.7M,closed,saas,,Market: Enterprise Software; CHN; Source: Crunchbase
Elastra,elastra.com,$14.6M,closed,saas,,Market: Enterprise Software; USA; Source: Crunchbase
GigaFin Networks,gigafin.com,$14.6M,closed,public relations,,Market: Public Relations; USA; Source: Crunchbase
MicroPhage,microphage.com,$14.5M,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
Nakaya Microdevices,nakaya-md.co.jp,$14.4M,closed,hardware,,Market: Semiconductors; Source: Crunchbase
scanR,scanr.com,$14.2M,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
Dyyno,dyyno.com,$14.1M,closed,ipad,,Market: iPad; USA; Source: Crunchbase
Gamma Medica-Ideas,gm-ideas.com,$14.0M,closed,healthtech,,Market: Health Care; USA; Source: Crunchbase
Nethra Imaging,nethra-imaging.com,$14.0M,closed,hardware,,Market: Semiconductors; USA; Source: Crunchbase
NEMOPTIC,nemoptic.com,$14.0M,closed,other,,FRA; Source: Crunchbase
GreenFuel,news.cnet.com,$13.9M,closed,cleantech,,Market: Clean Technology; Source: Crunchbase
3i Systems,3i-systems.com,$13.7M,closed,hardware,,Market: Semiconductors; CHN; Source: Crunchbase
Jacent Technologies,jacent.com,$13.7M,closed,saas,,Market: Software; USA; Source: Crunchbase
INNFOCUS,innfocus.com,$13.5M,closed,hardware + software,,Market: Hardware + Software; USA; Source: Crunchbase
Exabre,exabre.com,$13.5M,closed,reviews and recommendations,,Market: Reviews and Recommendations; GBR; Source: Crunchbase
Core Essence Orthopaedics,ceortho.com,$13.4M,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
Nascentric,nascentric.com,$13.4M,closed,saas,,Market: Software; USA; Source: Crunchbase
Babelgum,babelgum.com,$13.2M,closed,mobile,,Market: Mobile; GBR; Source: Crunchbase
SIRS-Lab,sirs-lab.com,$13.2M,closed,biotech,,Market: Biotechnology; DEU; Source: Crunchbase
Advanced Power Projects,advancedpowerprojects.com,$13.0M,closed,cleantech,,Market: Clean Technology; USA; Source: Crunchbase
EmSense,emsense.com,$13.0M,closed,hardware + software,,Market: Hardware + Software; USA; Source: Crunchbase
Enure Networks,enure.com,$13.0M,closed,saas,,Market: Software; ISR; Source: Crunchbase
Escom,escomllc.com,$13.0M,closed,curated web,,Market: Curated Web; Source: Crunchbase
Starboard Storage Systems,starboardstorage.com,$13.0M,closed,storage,,Market: Storage; USA; Source: Crunchbase
Storspeed,itknowledgeexchange.techtarget.com,$13.0M,closed,saas,,Market: Software; USA; Source: Crunchbase
WinDensity,windensity.com,$13.0M,closed,cleantech,,Market: Clean Technology; USA; Source: Crunchbase
Zhanzuo,zhanzuo.com,$13.0M,closed,social,,Market: Social Media; CHN; Source: Crunchbase
Amadesa,amadesa.com,$12.8M,closed,reviews and recommendations,,Market: Reviews and Recommendations; USA; Source: Crunchbase
Sunovia,sunoviaenergy.com,$12.7M,closed,cleantech,,Market: Clean Technology; USA; Source: Crunchbase
XAware,xaware.com,$12.7M,closed,search,,Market: Search; USA; Source: Crunchbase
EQO,eqo.com,$12.5M,closed,mobile,,Market: Mobile; CAN; Source: Crunchbase
Rayspan,rayspan.com,$12.5M,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
SpinX Technologies,spinx-technologies.com,$12.5M,closed,biotech,,Market: Biotechnology; CHE; Source: Crunchbase
SiXtron Advanced Materials,sixtron.com,$12.4M,closed,cleantech,,Market: Clean Technology; CAN; Source: Crunchbase
8D World,8dworld.com,$12.2M,closed,virtual worlds,,Market: Virtual Worlds; USA; Source: Crunchbase
Focus,focus.com,$12.2M,closed,fintech,,Market: Finance; USA; Source: Crunchbase
Archetype Media,archetypemedia.com,$12.1M,closed,adtech,,Market: Advertising; Source: Crunchbase
Picateers,picateers.com,$12.1M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Transparency Software,transparencysoftware.com,$12.1M,closed,saas,,Market: Software; USA; Source: Crunchbase
Beijing Moca World Technology,mocaworld.cn,$12.0M,closed,media,,Market: Video; CHN; Source: Crunchbase
Berggi,berggi.com,$12.0M,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
BPT,bpt.co.il,$12.0M,closed,cleantech,,Market: Clean Technology; Source: Crunchbase
Buzzwire,buzzwire.com,$12.0M,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
Darkstrand,darkstrand.com,$12.0M,closed,saas,,Market: Software; Source: Crunchbase
DNP Green Technology,dnpgreen.com,$12.0M,closed,cleantech,,Market: Clean Technology; USA; Source: Crunchbase
Novafora,novafora.com,$12.0M,closed,saas,,Market: Software; USA; Source: Crunchbase
Recordant,recordant.com,$12.0M,closed,saas,,Market: Software; Source: Crunchbase
Robotgalaxy,robotgalaxy.com,$12.0M,closed,gaming,,Market: Games; USA; Source: Crunchbase
Sionex,sionex.com,$12.0M,closed,hardware + software,,Market: Hardware + Software; USA; Source: Crunchbase
Therasis,therasis.com,$12.0M,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
Videonline Communications,videonline.com,$12.0M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
VoloMedia,volomedia.com,$12.0M,closed,adtech,,Market: Advertising; USA; Source: Crunchbase
Goojet,goojet.com,$11.9M,closed,social,,Market: Social Media; FRA; Source: Crunchbase
Cardiovascular Simulation,cvsim.com,$11.8M,closed,saas,,Market: Software; Source: Crunchbase
Cogito,cogitoinc.com,$11.7M,closed,analytics,,Market: Analytics; USA; Source: Crunchbase
Morpho Technologies,morphotech.com,$11.5M,closed,hardware,,Market: Semiconductors; USA; Source: Crunchbase
CITTIO,cittio.com,$11.5M,closed,saas,,Market: Software; USA; Source: Crunchbase
Tracked.com,tracked.com,$11.5M,closed,curated web,,Market: Curated Web; Source: Crunchbase
Correlix,correlix.com,$11.4M,closed,saas,,Market: Enterprise Software; USA; Source: Crunchbase
Swaptree Inc.,swaptree.com,$11.3M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
OPEN Sports Network,opensports.com,$11.2M,closed,fantasy sports,,Market: Fantasy Sports; Source: Crunchbase
WangYou,wangyou.com,$11.1M,closed,gaming,,Market: Games; CHN; Source: Crunchbase
Gemvara.com,paragonlake.com,$11.1M,closed,ecommerce,,Market: E-Commerce; Source: Crunchbase
xkoto,xkoto.com,$11.0M,closed,saas,,Market: Software; USA; Source: Crunchbase
CRI Technologies,cri1.com,$11.0M,closed,services,,Market: Consulting; USA; Source: Crunchbase
Doppelganger,doppelganger.com,$11.0M,closed,gaming,,Market: Games; USA; Source: Crunchbase
Universal Ad,universal-ad.com,$11.0M,closed,retail,,Market: Retail; ISR; Source: Crunchbase
AgInfoLink,aginfolink.com,$10.9M,closed,saas,,Market: Software; USA; Source: Crunchbase
Filao,filaomobile.com,$10.9M,closed,saas,,Market: Software; FRA; Source: Crunchbase
KeyNeurotek Pharmaceuticals,keyneurotek.de,$10.9M,closed,biotech,,Market: Biotechnology; Source: Crunchbase
Soteira,soteira.com,$10.9M,closed,healthtech,,Market: Health Care; USA; Source: Crunchbase
Optify,optify.net,$10.8M,closed,saas,,Market: Software; USA; Source: Crunchbase
Headplay,headplay.com,$10.8M,closed,gaming,,Market: Games; USA; Source: Crunchbase
Storm Exchange,stormexchange.com,$10.8M,closed,saas,,Market: Enterprise Software; USA; Source: Crunchbase
SinoHub,sinohub.com,$10.7M,closed,hardware + software,,Market: Hardware + Software; CHN; Source: Crunchbase
Defywire,defywire.com,$10.6M,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
Fifth Generation Systems,5g.com,$10.6M,closed,gaming,,Market: Games; USA; Source: Crunchbase
GlucoTec,glucotec.com,$10.5M,closed,saas,,Market: Software; USA; Source: Crunchbase
M3X Media,mthreex.com,$10.5M,closed,gaming,,Market: Games; USA; Source: Crunchbase
Mempile,mempile.com,$10.5M,closed,hardware + software,,Market: Hardware + Software; ISR; Source: Crunchbase
SMT Research and Development,smtmed.com,$10.5M,closed,healthtech,,Market: Health Care; ISR; Source: Crunchbase
Synerchip,synerchip.com,$10.5M,closed,hardware,,Market: Semiconductors; USA; Source: Crunchbase
Center'd,centerd.com,$10.4M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Snowman,snowman.in,$10.4M,closed,other,,IND; Source: Crunchbase
Teranode,teranode.com,$10.4M,closed,saas,,Market: Software; USA; Source: Crunchbase
Adaptive TCR,adapt.com,$10.3M,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
Adzilla,adzilla.com,$10.2M,closed,adtech,,Market: Advertising; USA; Source: Crunchbase
Air Semiconductor,u-blox.com,$10.0M,closed,hardware,,Market: Semiconductors; GBR; Source: Crunchbase
BA Systems,ba-sys.com,$10.0M,closed,saas,,Market: Software; USA; Source: Crunchbase
Bihu.com,bihu.com,$10.0M,closed,adtech,,Market: Advertising; CHN; Source: Crunchbase
C2 Microsystems,c2micro.com,$10.0M,closed,hardware + software,,Market: Hardware + Software; USA; Source: Crunchbase
Cooptions Technologies,cooptionstech.com,$10.0M,closed,saas,,Market: Software; IND; Source: Crunchbase
Digit Wireless,digitwireless.com,$10.0M,closed,public relations,,Market: Public Relations; USA; Source: Crunchbase
Fortisphere,virtualization.info,$10.0M,closed,saas,,Market: Software; USA; Source: Crunchbase
Gridstone Research,gridstoneresearch.com,$10.0M,closed,fintech,,Market: Finance; USA; Source: Crunchbase
Health Informatics,hiiweb.com,$10.0M,closed,healthtech,,Market: Health and Wellness; USA; Source: Crunchbase
Impeva,impeva.com,$10.0M,closed,saas,,Market: Software; USA; Source: Crunchbase
MatchMine,matchmine.com,$10.0M,closed,reviews and recommendations,,Market: Reviews and Recommendations; USA; Source: Crunchbase
Network Game Interaction,ngiworld.com.cn,$10.0M,closed,adtech,,Market: Advertising; CHN; Source: Crunchbase
Open Range Communications,openrangecomm.com,$10.0M,closed,public relations,,Market: Public Relations; USA; Source: Crunchbase
PacketHop,direct.sri.com,$10.0M,closed,consumer electronics,,Market: Consumer Electronics; USA; Source: Crunchbase
Ryma Technology Solutions,rymatech.com,$10.0M,closed,saas,,Market: Software; CAN; Source: Crunchbase
Solar Notion,solarnotion.com,$10.0M,closed,cleantech,,Market: Clean Technology; USA; Source: Crunchbase
InterMed Discovery,intermed-discovery.com,$9.9M,closed,cleantech,,Market: Clean Technology; DEU; Source: Crunchbase
Viryd Technologies,viryd.com,$9.8M,closed,cleantech,,Market: Clean Technology; USA; Source: Crunchbase
AXSionics,axsionics.ch,$9.8M,closed,other,,GBR; Source: Crunchbase
Azelon Pharmaceuticals,azelon.com,$9.7M,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
FameCast,famecast.com,$9.7M,closed,gaming,,Market: Games; USA; Source: Crunchbase
SmApper Technologies,smapper.com,$9.7M,closed,web hosting,,Market: Web Hosting; AUT; Source: Crunchbase
PlumTV,plumtv.com,$9.6M,closed,media,,Market: Media; USA; Source: Crunchbase
Avega Systems,avegasystems.com,$9.5M,closed,hardware + software,,Market: Hardware + Software; USA; Source: Crunchbase
BeeTV,bee.tv,$9.5M,closed,saas,,Market: Software; ITA; Source: Crunchbase
Kadoink,kadoink.com,$9.5M,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
NextMedium,nextmedium.com,$9.5M,closed,adtech,,Market: Advertising; USA; Source: Crunchbase
PANTA Systems,pantasys.com,$9.5M,closed,saas,,Market: Enterprise Software; USA; Source: Crunchbase
WebGen Systems,webgensystems.com,$9.5M,closed,saas,,Market: Software; USA; Source: Crunchbase
Sutus,sutus.com,$9.5M,closed,web hosting,,Market: Web Hosting; CAN; Source: Crunchbase
mPay Gateway,mpaygateway.com,$9.2M,closed,saas,,Market: Software; USA; Source: Crunchbase
AmpliMed Corporation,amplimed.com,$9.1M,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
SAFE ID Solutions,translate.googleusercontent.com,$9.1M,closed,security,,Market: Security; DEU; Source: Crunchbase
Semantra,semantra.com,$9.1M,closed,business intelligence,,Market: Business Intelligence; USA; Source: Crunchbase
US Dry Cleaning Services,sdrycleaning.com,$9.1M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Loosecubes,pandodaily.com,$9.0M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Auvitek International,auvitek.com,$9.0M,closed,hardware,,Market: Semiconductors; USA; Source: Crunchbase
PermissionTV,permissiontv.com,$9.0M,closed,publishing,,Market: Publishing; USA; Source: Crunchbase
Renkoo,renkoo.com,$9.0M,closed,facebook applications,,Market: Facebook Applications; USA; Source: Crunchbase
U.S. Fiduciary,usfiduciary.com,$9.0M,closed,fintech,,Market: Finance; USA; Source: Crunchbase
Vaccsys,vaccsys.com,$9.0M,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
You Software,yousoftware.com,$9.0M,closed,saas,,Market: Software; Source: Crunchbase
VT Silicon,vtsilicon.com,$8.8M,closed,hardware,,Market: Semiconductors; USA; Source: Crunchbase
Taggle Internet Ventures Private,taggle.com,$8.8M,closed,gaming,,Market: Games; IND; Source: Crunchbase
Klir Technologies,klir.com,$8.7M,closed,saas,,Market: Software; USA; Source: Crunchbase
EUCODIS Bioscience,eucodisbioscience.com,$8.6M,closed,biotech,,Market: Biotechnology; AUT; Source: Crunchbase
Blue Lava Technologies,bluelavatech.com,$8.6M,closed,saas,,Market: Software; USA; Source: Crunchbase
Audium Semiconductor,audiumsemi.co.uk,$8.5M,closed,audio,,Market: Audio; GBR; Source: Crunchbase
CebaTech,cebatech.com,$8.5M,closed,hardware + software,,Market: Hardware + Software; USA; Source: Crunchbase
GoingOn,goingon.com,$8.5M,closed,enterprises,,Market: Enterprises; USA; Source: Crunchbase
Inaura,inaura.com,$8.5M,closed,other,,USA; Source: Crunchbase
The New Forests Company,newforestscompany.com,$8.5M,closed,cleantech,,Market: Clean Technology; GBR; Source: Crunchbase
PureVideo Networks,purevideonetworks.com,$8.4M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Ziptr,ziptr.com,$8.3M,closed,saas,,Market: Software; USA; Source: Crunchbase
GridIron Software,gridironsoftware.com,$8.3M,closed,saas,,Market: Software; CAN; Source: Crunchbase
Mechanology,mechanology.com,$8.3M,closed,cleantech,,Market: Clean Technology; USA; Source: Crunchbase
Futuretec,futuretec-ltd.com,$8.1M,closed,fintech,,Market: Finance; GBR; Source: Crunchbase
eTec,etecevs.com,$8.0M,closed,cleantech,,Market: Clean Technology; USA; Source: Crunchbase
JazzD Markets,jazzdphone.com,$8.0M,closed,messaging,,Market: Messaging; USA; Source: Crunchbase
Levanta,levanta.com,$8.0M,closed,saas,,Market: Software; USA; Source: Crunchbase
Nozomi Photonics,nozomiphotonics.com,$8.0M,closed,hardware + software,,Market: Hardware + Software; Source: Crunchbase
Oasys Mobile,oasysmobile.com,$8.0M,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
RotoHog,rotohog.com,$8.0M,closed,sports,,Market: Sports; USA; Source: Crunchbase
Sterecycle,sterecycle.com,$8.0M,closed,cleantech,,Market: Clean Technology; GBR; Source: Crunchbase
Smartdate,smartdate.com,$7.8M,closed,match-making,,Market: Match-Making; FRA; Source: Crunchbase
PureEnergy Solutions,shoppureenergy.com,$7.7M,closed,hardware + software,,Market: Hardware + Software; USA; Source: Crunchbase
Multiwave Photonics,multiwavephotonics.com,$7.7M,closed,hardware + software,,Market: Hardware + Software; PRT; Source: Crunchbase
Siving Egil Kvaleberg,kvaleberg.com,$7.7M,closed,saas,,Market: Software; NOR; Source: Crunchbase
Aurora Feint,aurorafeint.com,$7.7M,closed,gaming,,Market: Games; USA; Source: Crunchbase
RADLIVE,radlive.com,$7.7M,closed,hardware + software,,Market: Hardware + Software; ISR; Source: Crunchbase
Kazaana,kazaana.com,$7.6M,closed,web development,,Market: Web Development; USA; Source: Crunchbase
Marketfish,marketfish.com,$7.6M,closed,adtech,,Market: Advertising; USA; Source: Crunchbase
DubMeNow,dubhub.com,$7.5M,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
D2C Games,d2cgames.com,$7.5M,closed,gaming,,Market: Games; USA; Source: Crunchbase
Matisse Networks,matissenetworks.com,$7.5M,closed,web hosting,,Market: Web Hosting; USA; Source: Crunchbase
Bioenvision,bioenvision.com,$7.4M,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
B-Side Entertainment,bside.com,$7.3M,closed,gaming,,Market: Games; USA; Source: Crunchbase
Biofisica,biofisica.com,$7.3M,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
The Point,thepoint.com,$7.3M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Buck,gobuck.com,$7.2M,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
Internet Pawn,internetpawn.com,$7.2M,closed,fintech,,Market: Finance; USA; Source: Crunchbase
Allied Pacific Sports Network,apsn.tv,$7.0M,closed,sports,,Market: Sports; HKG; Source: Crunchbase
Appscio,appscio.com,$7.0M,closed,saas,,Market: Software; USA; Source: Crunchbase
Barnacle,gobarnacle.com,$7.0M,closed,peer-to-peer,,Market: Peer-to-Peer; USA; Source: Crunchbase
Infobionics,infobionics.com,$7.0M,closed,social,,Market: Social Media; USA; Source: Crunchbase
Kolorific,kolorific.com,$7.0M,closed,hardware,,Market: Semiconductors; USA; Source: Crunchbase
Qwaq,qwaq.com,$7.0M,closed,saas,,Market: Enterprise Software; USA; Source: Crunchbase
SatNav Technologies,satnavtechnologies.com,$7.0M,closed,public transportation,,Market: Public Transportation; IND; Source: Crunchbase
SourceLabs,sourcelabs.com,$7.0M,closed,tech field support,,Market: Tech Field Support; USA; Source: Crunchbase
Traversa Therapeutics,traversathera.com,$7.0M,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
turntable.fm,turntable.fm,$7.0M,closed,social,,Market: Social Media; USA; Source: Crunchbase
Wi-Chi,wi-chi.com,$7.0M,closed,hardware,,Market: Semiconductors; USA; Source: Crunchbase
Isis Biopolymer,isisbiopolymer.com,$7.0M,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
Inspired Technologies,inspiredtechnologiesinc.com,$7.0M,closed,healthtech,,Market: Health Care; Source: Crunchbase
TransGenRx,tgrxinc.com,$6.9M,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
